Campo ID;Nombre fisico del campo;Descripcion del capo;Nombre logico del campo;Tipo de dato;Key;Formato;Formato logico;Mandatory;Nombre fisico de la tabla origen
219563;g_main_manager_position_id;En Modelo Global Código identificativo del cargo o categorí­a que tiene el Gestor principal del cliente en la Entidad. Por ejemplo: - Director - Gerente - Otros;MODELO GLOBAL IDENTIFICADOR CARGO DEL GESTOR PRINCIPAL;string;FALSE;;ALPHANUMERIC(3);FALSE;t_kbtq_customer_info_his
219564;g_residence_country_id;Código ISO del modelo global que permite identificar de manera uní­voca el paí­s de residencia.;IDENTIFICADOR PAIS RESIDENCIA MODELO GLOBAL;string;FALSE;;ALPHANUMERIC(2);FALSE;t_kbtq_customer_info_his
219565;g_risk_level_type;Código de modelo global que permite identificar el nivel de riesgo.;CODIGO NIVEL DE RIESGO MODELO GLOBAL;string;FALSE;;ALPHANUMERIC(4);FALSE;t_kbtq_customer_info_his
219566;g_soverign_ind_type;Indicador del modelo global para saber si es soberano a nivel de cliente o no.;INDICADOR SOBERANO MODELO GLOBAL;string;FALSE;;ALPHANUMERIC(1);FALSE;t_kbtq_customer_info_his
219567;g_swift_id;Código alfanumérico Modelo Global compuesto por 8 u 11 dí­gitos utilizado para identificar al banco receptor en las transferencias internacionales. Según sus siglas, se trata del código SWIFT Society for Woldwide Interbank Financial Telecommunication, o también denominado código BIC Bank Identifier Cod. Se trata de un código creado para aumentar la seguridad al realizar transferencias internacionales, con el fin de eliminar errores, reducir tiempos de espera y evitar costes adicionales.;IDENTIFICADOR MODELO GLOBAL SWIFT;string;FALSE;;ALPHANUMERIC(11);FALSE;t_kbtq_customer_info_his
219568;gf_account_register_branch_id;Código identificadtivo de la Oficina/sucursal en la cual se ha realizado el alta de la cuenta.;IDENTIFICADOR SUCURSAL ALTA CUENTA;string;FALSE;;ALPHANUMERIC(4);FALSE;t_kbtq_customer_info_his
219569;gf_accounting_sector_id;Sector económico/contable al que pertenece la persona.;IDENTIFICADOR SECTOR CONTABLE;string;FALSE;;ALPHANUMERIC(4);FALSE;t_kbtq_customer_info_his
219570;gf_accounting_subsector_id;Subsector económico/contable al que pertenece la persona. Aporta mayor nivel de detalle dentro del sector economico/contable en el que se encuentre la persona.;IDENTIFICADOR SUBSECTOR CONTABLE;string;FALSE;;ALPHANUMERIC(10);FALSE;t_kbtq_customer_info_his
219571;gf_activity_end_date;Fecha que indica el fin de actividad que realiza la empresa en el caso de tratarse de personas Jurí­dicas. Para el caso de personas fí­sicas se trata de la fecha de Fallecimiento.;FECHA FIN DE ACTIVIDAD;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219572;gf_activity_start_date;Momento en el que se inicia la actividad, cita o tarea;FECHA INICIO ACTIVIDAD;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219573;gf_address_country_id;Codificación que permite determinar el paí­s donde se encuentra ubicado el domicilio indicado por el cliente.;IDENTIFICADOR PAIS DOMICILIO;string;FALSE;;ALPHANUMERIC(2);FALSE;t_kbtq_customer_info_his
219574;gf_address_customer_rel_type;Marca utilizada para identificar el tipo de relación entre el Domicilio y el Cliente. Por ejemplo: - Alquiler - Dirección desconocida - Familiar - Otros;CODIGO RELACION DOMICILIO - CLIENTE;string;FALSE;;ALPHANUMERIC(2);FALSE;t_kbtq_customer_info_his
219575;gf_address_desc;Detalle del lugar donde se encuentra ubicado el domicilio de la persona. Incluye toda la información necesaria para identificar un domicilo al minimo nivel (área, tipo de via, número....);DESCRIPCION DIRECCION;string;FALSE;;ALPHANUMERIC(500);FALSE;t_kbtq_customer_info_his
219576;gf_address_district_id;Código identificativo del Distrito donde se encuentra ubicado el domicilio que el cliente ha entregado en la entidad como contacto.;IDENTIFICADOR DISTRITO DOMICILIO;string;FALSE;;ALPHANUMERIC(5);FALSE;t_kbtq_customer_info_his
219577;gf_address_district_name;Información que describe el nombre del Distrito donde se encuentra ubicado el domicilio que el cliente ha entregado en la entidad como contacto.;NOMBRE DEL DISTRITO DOMICILIO;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219578;gf_address_reference_desc;Descripción correspondiente a la referencia de la dirección. Esta información es incluida con el fin de facilitar la localización de la dirección.Por ejemplo: Al lado de, al frente de, en la esquina de etc.;DESCRIPCION REFERENCIA DIRECCION;string;FALSE;;ALPHANUMERIC(254);FALSE;t_kbtq_customer_info_his
219579;gf_address_road_desc;Descripción con detalle del nombre de la via en una dirección.;DESCRIPCION DE LA VIA EN UNA DIRECCION;string;FALSE;;ALPHANUMERIC(100);FALSE;t_kbtq_customer_info_his
219580;gf_address_type;Marca utilizada para identificar el tipo de Domicilio. Por ejemplo: - Alquilado - En propiedad - Hipotecada - Otros;INDICADOR TIPO DOMICILIO;string;FALSE;;ALPHANUMERIC(8);FALSE;t_kbtq_customer_info_his
219581;gf_address_type_desc;Descripción del tipo de domicilio/dirección;DESCRIPCION TIPO DOMICILIO;string;FALSE;;ALPHANUMERIC(250);FALSE;t_kbtq_customer_info_his
219582;gf_address_verified_date;Fecha que permite identificar la validez o fiabilidad del Domicilio de la Persona registrado en la Entidad. La validez se suele realizar según el criterio de la Entidad. El más extendido consiste en la validación del domicilio en función del Contacto con el cliente. Si el cliente da feedback tras una notificación a domicilio se valida el Domiclio.;FECHA VALIDEZ DOMICILIO;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219583;gf_address_verified_type;Marca que permite identificar la validez o fiabilidad del Domicilio de la Persona registrado en la Entidad. La validez se suele realizar según el criterio de la Entidad. El más extendido consiste en la validación del domicilio en función del Contacto con el cliente. Si el cliente da feedback tras una notificación a domicilio se valida el Domiclio.;INDICADOR VALIDEZ DOMICILIO;string;FALSE;;ALPHANUMERIC(1);FALSE;t_kbtq_customer_info_his
219584;gf_address_x_coord_number;Número de la Coordenada geográfica que marca la longitud en la que se encuentra el domicilio de la persona. Entendiendo por coordenadas geográficas el sistema que permite que cada ubicación en la Tierra.;NUMERO COORDENADA X DOMICILIO;decimal(14,7);FALSE;;DECIMAL(14,7);FALSE;t_kbtq_customer_info_his
219585;gf_address_y_coord_number;Número de la coordenada geográfica que marca la latitud en la que se encuentra el domicilio de la persona. Entendiendo por coordenadas geográficas el sistema que permite que cada ubicación en la Tierra.;NUMERO COORDENADA Y DOMICILIO;decimal(14,7);FALSE;;DECIMAL(14,7);FALSE;t_kbtq_customer_info_his
219586;gf_adult_dependants_number;Número de adultos que conviven y dependen económicamente de la persona.;NUMERO ADULTOS CARGO;decimal(4);FALSE;;DECIMAL(4);FALSE;t_kbtq_customer_info_his
219587;gf_audit_date;Auditoria - Timestamp de inserción/modificación del registro en el objeto (tabla, fichero...);FECHA DE AUDITORIA;timestamp;FALSE;yyyy-MM-dd HH:mm:ss.SSSSSS;TIMESTAMP;TRUE;t_kbtq_customer_info_his
219588;gf_automated_payments_number;Refleja el número de domiciliaciones que tiene vigentes el Cliente con la Entidad. La domiciliación bancaria es una forma de pago consistente en dar la orden al banco para que atienda periódicamente, hasta nuevo aviso, todos los recibos de una empresa, administración o particular. Este concepto se asocia a la contratación de un servicio por suscripción (suscripción a un gimnasio, una suscripción a una revista, etc.) o al pago periódico de recibos (luz, agua, teléfono).;NUMERO DE DOMICILIACIONES;decimal(19);FALSE;;DECIMAL(19);FALSE;t_kbtq_customer_info_his
219589;gf_bankruptcy_situation_desc;Descripcií±on de la situacion concursal: Concurso de acreedores sin petición de liquidación, Concurso de acreedores con petición de liquidación, etc.;DESCRIPCION SITUACION CONCURSAL/BANCARROTA;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219590;gf_bankruptcy_situation_id;Identificador correspondiente a la situacion concursal (ó bancarrota): Concurso de acreedores sin petición de liquidación, Concurso de acreedores con petición de liquidación, etc.;IDENTIFICADOR SITUACION CONCURSAL/BANCARROTA;string;FALSE;;ALPHANUMERIC(2);FALSE;t_kbtq_customer_info_his
219591;gf_billing_date;Momento en el que se realiza la facturación;FECHA DE FACTURACION;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219592;gf_birth_date;Momento en el que la persona nace.;FECHA NACIMIENTO;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219593;gf_birth_town_name;Nombre de la ciudad de nacimiento de la persona;NOMBRE CIUDAD NACIMIENTO;string;FALSE;;ALPHANUMERIC(40);FALSE;t_kbtq_customer_info_his
219594;gf_branch_reassigned_desc;Descripción del código identificador de oficina reasignada;DESCRIPCION OFICINA REASIGNADA;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219595;gf_branch_reassigned_id;Código identificador de oficina reasignada;IDENTIFICADOR DE OFICINA REASIGNADA;string;FALSE;;ALPHANUMERIC(4);FALSE;t_kbtq_customer_info_his
219596;gf_buss_activity_desc;Descripción en los EE. UU. equivalente al código SIC para el negocio. Los Códigos de Clasificación Industrial Estándar (Códigos SIC) identifican la lí­nea principal de negocios de una compaí±í­a. Es el sistema más utilizado por el gobierno de EE. UU., Público y organizaciones privadas;DESCRIPCION ACTIVIDAD DE NEGOCIO;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219597;gf_buss_activity_type;Código utilizado en los EE. UU. equivalente al código SIC para el negocio. Los Códigos de Clasificación Industrial Estándar (Códigos SIC) identifican la lí­nea principal de negocios de una compaí±í­a. Es el sistema más utilizado por el gobierno de EE. UU., Público y organizaciones privadas;TIPO ACTIVIDAD DE NEGOCIO;string;FALSE;;ALPHANUMERIC(5);FALSE;t_kbtq_customer_info_his
219598;gf_campaing_exclusion_date;Fecha correspondiente al comienzo de exclusión de la campaí±a.;FECHA DE EXCLUSION DE CAMPANIA;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219599;gf_card_holder_name;Nombre que se informa en las tarjetas de un Cliente.;NOMBRE TITULAR TARJETA;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219600;gf_cfd_cust_segment_id;A fecha de cierre identificador del segmento asociado al cliente. Por ejemplo: Empresas - Corporativas, Empresas - Grandes, Empresas - Pequeí±as y medianas, Comercio Mayorista, Comercio Minorista, Negocios, Economí­as agrarias, Instit, otros;IDENTIFICADOR SEGMENTO CLIENTE A FECHA DE CIERRE;string;FALSE;;ALPHANUMERIC(5);FALSE;t_kbtq_customer_info_his
219601;gf_check_name;Nombre, descripción asociada al cheque;NOMBRE DEL CHEQUE;string;FALSE;;ALPHANUMERIC(38);FALSE;t_kbtq_customer_info_his
219602;gf_child_dependants_number;Número de nií±os que conviven y dependen económicamente de la persona.;NUMERO NINIOS CARGO;decimal(4);FALSE;;DECIMAL(4);FALSE;t_kbtq_customer_info_his
219603;gf_cnae1_id;Código numérico que tiene por finalidad la agrupación y clasificación de todas las unidades productoras según la actividad económica que desarrollan. A cada unidad se le asigna un código numérico es lo que se llama Código CNAE.;IDENTIFICADOR CODIGO NACIONAL ACTIVIDADES ECONOMICAS CNAE;string;FALSE;;ALPHANUMERIC(18);FALSE;t_kbtq_customer_info_his
219604;gf_cnae_id;Código numérico que tiene por finalidad la agrupación y clasificación de todas las unidades productoras según la actividad económica que desarrollan. A cada unidad se le asigna un código numérico es lo que se llama Código CNAE.;IDENTIFICADOR CODIGO NACIONAL ACTIVIDADES ECONOMICAS CNAE;string;FALSE;;ALPHANUMERIC(18);FALSE;t_kbtq_customer_info_his
219605;gf_cno1_id;Tipo de actividad profesional que realiza la persona según el registro Nacional del Paí­s. Los criterios de clasificación utilizados son el tipo de trabajo realizado y las competencias de la persona. Entendiendo por competencias, la capacidad para desempeí±ar las tareas inherentes en un empleo determinado, para lo cual se tienen en cuenta dos puntos vista: el nivel y la especialización de las competencias.;IDENTIFICADOR OFICIAL OCUPACION PROFESIONAL;string;FALSE;;ALPHANUMERIC(11);FALSE;t_kbtq_customer_info_his
219606;gf_cno_id;Tipo de actividad profesional que realiza la persona según el registro Nacional del Paí­s. Los criterios de clasificación utilizados son el tipo de trabajo realizado y las competencias de la persona. Entendiendo por competencias, la capacidad para desempeí±ar las tareas inherentes en un empleo determinado, para lo cual se tienen en cuenta dos puntos vista: el nivel y la especialización de las competencias.;IDENTIFICADOR OFICIAL OCUPACION PROFESIONAL;string;FALSE;;ALPHANUMERIC(11);FALSE;t_kbtq_customer_info_his
219607;gf_cntrb_ptnr_actvy_amount;Cuantí­a que corresponde al capital que los socios de una sociedad aportan a esta para desarrollar su actividad comercial.;IMPORTE CONTRIBUCION SOCIOS PARA LA ACTIVIDAD;decimal(26,6);FALSE;;DECIMAL(26,6);FALSE;t_kbtq_customer_info_his
219608;gf_co_information_data_date;Fecha correspondiente a los otros datos informativos de la empresa.;FECHA OTROS DATOS INFORMATIVOS EMPRESA;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219609;gf_company_billing_amount;Importe correspondiente al volumen de facturación de la empresa propiedad de una persona jurí­dica cliente de la Entidad.;IMPORTE FACTURACION EMPRESA;decimal(26,6);FALSE;;DECIMAL(26,6);FALSE;t_kbtq_customer_info_his
219610;gf_company_coverage_desc;Descripción del tipo de operaciones dirigidas a anular o reducir el riesgo de un activo o pasivo financiero en posesión de una empresa o de un particular.;DESCRIPCION DE COBERTURA DE LA EMPRESA;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219611;gf_company_coverage_type;Tipo de cobertura que tiene la entidad, pudiendo ser en este caso Nacional, Internacional, Otros;TIPO DE COBERTURA DE LA EMPRESA;string;FALSE;;ALPHANUMERIC(4);FALSE;t_kbtq_customer_info_his
219612;gf_company_economic_actvy_id;Identificador de la clasificación Industrial Internacional Uniforme (CIIU) es un sistema de clasificación, mediante códigos, de las actividades económicas, según procesos productivos. Permite la rápida identificación, en todo el mundo, de cualquier actividad productiva.;IDENTIFICADOR CLASIF INTERNACIONAL INDUSTRIAL UNIFORME CIIU;string;FALSE;;ALPHANUMERIC(11);FALSE;t_kbtq_customer_info_his
219613;gf_company_export_per;Porcentaje de las ventas de una empresa cuyo destino es la exportación. Entendiendo por exportación cualquier bien para la economí­a o el servicio enviado fuera del territorio nacional a cambio de dinero.;PORCENTAJE EXPORTACION DE LA EMPRESA;decimal(9,6);FALSE;;DECIMAL(9,6);FALSE;t_kbtq_customer_info_his
219614;gf_company_foundation_date;Fecha de constitución de la Empresa para aquellas personas jurí­dicas clientes de la Entidad.;FECHA FUNDACION EMPRESA;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219615;gf_company_import_per;Porcentaje de las ventas de una empresa cuyo origen es la importación. Entendiendo por importación el transporte legí­timo de bienes y servicios del extranjero, los cuales son adquiridos por un paí­s para distribuirlos en el interior de este. Las importaciones pueden ser cualquier producto o servicio recibido dentro de la frontera de un Estado con propósitos comerciales.;PORCENTAJE IMPORTACION DE LA EMPRESA;decimal(9,6);FALSE;;DECIMAL(9,6);FALSE;t_kbtq_customer_info_his
219616;gf_company_join_date;Momento de la incorporación de la persona fí­sica cliente de la Entidad, en la empresa donde trabaja;FECHA INCORPORACION EMPRESA;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219617;gf_company_trade_name;Nombre comercial o siglas de la compaí±ia.;SIGLA O NOMBRE COMERCIAL DE LA EMPRESA;string;FALSE;;ALPHANUMERIC(100);FALSE;t_kbtq_customer_info_his
219618;gf_consolidation_co_desc;Descripción tipos de grupo de empresas, que teniendo personalidades jurí­dicas diferentes, actúan bajo una misma dirección. Ejemplos. Grupo financiero Grupo economico de puesta en equivalencia Asociadas de puesta en equivalencia Resto de participaciones Sociedades de consolidacion vendidas en el aí±o.;DESCRIPCION DE CONSOLIDACION/AGRUPACION DE EMPRESAS;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219619;gf_consolidation_companies_id;Identificador de consolidación/agrupación de empresas, que teniendo personalidades jurí­dicas diferentes, actúan bajo una misma dirección. Ejemplos.  1 - Grupo financieroÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Â  2 - Grupo economico de puesta en equivalenciaÂ Â Â  Â  3 - Asociadas de puesta en equivalenciaÂ Â Â Â Â Â Â Â  Â  4 - Resto deÂ  participacionesÂ Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â  Â  5 - Sociedades de consolidacion vendidas en el aí±o.;IDENTIFICADOR DE CONSOLIDACION/AGRUPACION DE EMPRESAS;string;FALSE;;ALPHANUMERIC(2);FALSE;t_kbtq_customer_info_his
219620;gf_correspondence_language_id;Idioma en el que el cliente desea recibir la correspondencia;IDENTIFICADOR IDIOMA DE CORRESPONDENCIA;string;FALSE;;ALPHANUMERIC(5);FALSE;t_kbtq_customer_info_his
219621;gf_country_nationality_id;Paí­s de nacionalidad de la Persona;IDENTIFICADOR PAIS NACIONALIDAD;string;FALSE;;ALPHANUMERIC(4);FALSE;t_kbtq_customer_info_his
219622;gf_curr_ocpn_join_year_id;Aí±o correspondiente al aí±o en el que el cliente comienza a trabajar en el actual trabajo/empleo.;IDENTIFICADOR ANIO COMIENZO TRABAJO ACTUAL;decimal(4);FALSE;;DECIMAL(4);FALSE;t_kbtq_customer_info_his
219623;gf_current_job_start_date;Momento desde el cual el cliente ingresó a laborar en la empresa registrada, puede ser anterior a la fecha de alta en la entidad.;FECHA INGRESO A LA EMPRESA;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219624;gf_cust_econ_rslt_amount;Cuantí­a que corresponde a los beneficios o pérdidas de las personas jurí­dicas clientes de la entidad. Es un concepto puramente informativo sin impacto contable alguno.;IMPORTE RESULTADOS ECONOMICOS;decimal(26,6);FALSE;;DECIMAL(26,6);FALSE;t_kbtq_customer_info_his
219625;gf_cust_economic_activity_desc;Descripción que permite identificar la actividad económica del cliente;DESCRIPCION DE ACTIVIDAD ECONOMICA DEL CLIENTE;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219626;gf_cust_level_solv_study_date;Fecha en la que se determina el nivel de solvencia del cliente.;FECHA ESTUDIO NIVEL DE SOLVENCIA CLIENTE;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219627;gf_cust_qttv_rating_type;Marca utilizada para identificar la calificación cuantitativa del cliente. Por ejemplo: - Normal - Deficiente - Irrecuperable - Otros;TIPO CALIFICACION CUANTITATIVA CLIENTE;string;FALSE;;ALPHANUMERIC(3);FALSE;t_kbtq_customer_info_his
219628;gf_cust_subgroup_classif_desc;Descripción del Código identificativo que permite identificar el subgrupo o sector al que pertenece un cliente. Por ejemplo: - Natural Residente.  - Natural no Residente - Trabajador BBVA - Entidad Oficial Nal. - Entidad Descentralizadas Nal. - Otros.;DESCRIPCION CLASIFICACION SUBGRUPO CLIENTE;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219629;gf_cust_subgroup_classif_id;Código identificativo que permite identificar el subgrupo o sector al que pertenece un cliente. Por ejemplo: - Natural Residente.  - Natural no Residente - Trabajador BBVA - Entidad Oficial Nal. - Entidad Descentralizadas Nal. - Otros.;IDENTIFICADOR CLASIFICACION SUBGRUPO CLIENTE;string;FALSE;;ALPHANUMERIC(5);FALSE;t_kbtq_customer_info_his
219630;gf_customer_company_name;Nombre de la compaí±í­a para la cual trabaja la persona;NOMBRE EMPRESA EMPLEADORA DEL CLIENTE;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219631;gf_customer_contact_type;Marca utilizada para indicar si la entidad ha conseguido contactar con el cliente a través de alguno de los métodos de contacto indicados por el cliente.;INDICADOR CONTACTO CLIENTE;string;FALSE;;ALPHANUMERIC(1);FALSE;t_kbtq_customer_info_his
219632;gf_customer_econ_activity_id;Código interno de la entidad, utilizado para identificar el tipo de activdad económica del cliente al momento de la evaluación. Posibles valores: Otro, Financiera Fijo...etc;IDENTIFICADOR TIPO ACTIVIDAD ECONOMICA CLIENTE;string;FALSE;;ALPHANUMERIC(5);FALSE;t_kbtq_customer_info_his
219633;gf_customer_end_date;Momento temporal en el cual finaliza la relación con el cliente, por ejemplo por cancelación de la cuenta o baja de la relación contractual.;FECHA DE BAJA DE LA PERSONA;date;FALSE;yyyy-MM-dd;DATE;FALSE;t_kbtq_customer_info_his
219634;gf_customer_entry_date;Momento en el que se da de alta a la persona (ya sea como cliente o como No cliente) en los sistemas del banco.;FECHA ALTA DE LA PERSONA;date;FALSE;yyyy-MM-dd;DATE;TRUE;t_kbtq_customer_info_his
219635;gf_customer_id;Codificación interna de la Entidad para la identificación uní­voca de cada uno de los clientes.;IDENTIFICADOR CLIENTE;string;FALSE;;ALPHANUMERIC(9);TRUE;t_kbtq_customer_info_his
219636;gf_customer_solvency_amount;Cuantí­a que refleja la capacidad de pago que tiene el cliente en el momento en el que la Entidad le propone una ofeta.;IMPORTE SOLVENCIA CLIENTE;decimal(26,6);FALSE;;DECIMAL(26,6);FALSE;t_kbtq_customer_info_his
219637;gf_customer_status_desc;Descripción del estado del cliente: si el cliente es un cliente externo, un cliente del banco, etc.;DESCRIPCION ESTADO CLIENTE;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219638;gf_customer_status_type;Marca utilizada para identificar situación en la que se encuentra la relación entre el cliente y la Entidad. Por ejemplo:  - Activa  - Cancelada  - Inactiva - Morosa - Otros;CODIGO ESTADO CLIENTE;string;FALSE;;ALPHANUMERIC(8);FALSE;t_kbtq_customer_info_his
219639;gf_customer_type;Indicador que permite determinar a la Entidad si el cliente es una persona fí­sica o jurí­dica.;TIPO NATURALEZA CLIENTE;string;FALSE;;ALPHANUMERIC(3);TRUE;t_kbtq_customer_info_his
219640;gf_customer_update_time_date;Timestamp de actualización del registro del cliente;FECHA ACTUALIZACION CLIENTE FORMATO TIMESTAMP;timestamp;FALSE;yyyy-MM-dd HH:mm:ss.SSSSSS;TIMESTAMP;TRUE;t_kbtq_customer_info_his
219641;gf_customer_verification_type;Digito Verificador del Documento de Identificacion. Indica si los datos del documento fueron validados.;INDICADOR CLIENTE VERIFICADO;string;FALSE;;ALPHANUMERIC(1);FALSE;t_kbtq_customer_info_his
219642;gf_cut_co_econ_activity_desc;Descripción que informa la Clasificación Internacional de la Industrial Uniforme (CIIU) para la rama CUT. El CIIU es la clasificación sistemática de todas las actividades económicas cuya finalidad es la de establecer su codificación armonizada a nivel mundial. Ofrece un conjunto de categorí­as de actividades que se puede utilizar cuando se diferencian las estadí­sticas de acuerdo con esas actividades. La Rama CUT (Cuenta Unica de Tesorerí­a) es una ramificación que representa la nómina que solo aplica para dependencias de gobierno. Ej Nomina de SAGARPA;DESCRIPCION CLASIF INTERNACIONAL INDUSTRIAL UNIFORME CUT;string;FALSE;;ALPHANUMERIC(80);FALSE;t_kbtq_customer_info_his
219643;gf_cut_co_econ_activity_id;Código que informa la Clasificación Internacional de la Industrial Uniforme (CIIU) para la rama CUT. El CIIU es la clasificación sistemática de todas las actividades económicas cuya finalidad es la de establecer su codificación armonizada a nivel mundial. Ofrece un conjunto de categorí­as de actividades que se puede utilizar cuando se diferencian las estadí­sticas de acuerdo con esas actividades. La Rama CUT (Cuenta Unica de Tesorerí­a) es una ramificación que representa la nómina que solo aplica para dependencias de gobierno. Ej Nomina de SAGARPA;IDENTIFICADOR CLASIF INTERNACIONAL INDUSTRIAL UNIFORME CUT;string;FALSE;;ALPHANUMERIC(11);FALSE;t_kbtq_customer_info_his
219644;gf_cutoff_date;Refleja el momento en el tiempo al que hacen referencia los datos del objeto (tabla, un fichero, etc.) Por ejemplo: - Reflejando el dí­a al que pertenece la información - Reflejando el mes al que pertenece la información mostrando el dí­a de cierre natural de mes;FECHA DE CIERRE;date;TRUE;yyyy-MM-dd;DATE;TRUE;t_kbtq_customer_info_his
219645;gf_dclr_cust_risk_cirbe_type;Indicador de cliente que declara sus riesgos a la CIR del Banco de Central del paí­s. Las entidades que declaran sus riesgos, reciben mensualmente información agregada del riesgo contraí­do por las personas fí­sicas y jurí­dicas, lo que facilita el seguimiento de sus riesgos de crédito.;INDICADOR CLIENTE DECLARADOS RIESGOS A LA CIRBE;string;FALSE;;ALPHANUMERIC(1);FALSE;t_kbtq_customer_info_his
219646;gf_decree_dependency_id;Identificador decreto dependencia (Número Escritura) de personas jurí­dicas en el registro.;IDENTIFICADOR DECRETO DEPENDENCIA O ESCRITURA;string;FALSE;;ALPHANUMERIC(25);FALSE;t_kbtq_customer_info_his
